   0.0000000000000000e+00	   1.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -6.3245553203367622e-01	
  -1.0000000000000000e+00	   0.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -6.3245553203367599e-01	
   0.0000000000000000e+00	  -1.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -6.3245553203367599e-01	
   1.0000000000000000e+00	   0.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -6.3245553203367599e-01	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	   5.0000000000000000e-01	   5.0000000000000000e-01	  -4.7140452079103179e-01	
   1.0000000000000000e+00	   1.0000000000000000e+00	   5.0000000000000000e-01	   5.0000000000000000e-01	  -4.7140452079103179e-01	
  -1.0000000000000000e+00	   0.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -3.7048387306743602e-01	
   0.0000000000000000e+00	  -1.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -3.7048387306743602e-01	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -2.3570226039551612e-01	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -2.0943286182479204e-01	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -2.0943286182479204e-01	
  -1.0000000000000000e+00	   1.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -2.0943286182479204e-01	
   1.0000000000000000e+00	  -1.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -2.0943286182479204e-01	
  -2.0000000000000000e+00	   0.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.5200900851906018e-01	
   0.0000000000000000e+00	  -2.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.5200900851906018e-01	
  -2.0000000000000000e+00	  -1.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.3129414434480591e-01	
  -1.0000000000000000e+00	  -2.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.3129414434480591e-01	
  -2.0000000000000000e+00	   0.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.3026061131012856e-01	
   0.0000000000000000e+00	  -2.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -1.3026061131012856e-01	
   0.0000000000000000e+00	   2.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -1.3026061131012834e-01	
   2.0000000000000000e+00	   0.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.3026061131012834e-01	
  -2.0000000000000000e+00	  -1.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.0729490988950219e-01	
  -1.0000000000000000e+00	   2.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -1.0729490988950219e-01	
   2.0000000000000000e+00	  -1.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.0729490988950219e-01	
  -1.0000000000000000e+00	  -2.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -1.0729490988950197e-01	
  -2.0000000000000000e+00	  -1.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -1.0277390852770996e-01	
  -2.0000000000000000e+00	   1.0000000000000000e+00	  -5.0000000000000000e-01	   5.0000000000000000e-01	  -1.0277390852770996e-01	
  -1.0000000000000000e+00	  -2.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.0277390852770996e-01	
   1.0000000000000000e+00	  -2.0000000000000000e+00	   5.0000000000000000e-01	  -5.0000000000000000e-01	  -1.0277390852770996e-01	
  -2.0000000000000000e+00	  -2.0000000000000000e+00	  -5.0000000000000000e-01	  -5.0000000000000000e-01	  -9.4280904158206225e-02	
  -2.0000000000000000e+00	  -1.0000000000000000e+00	   5.0000000000000000e-01	   5.0000000000000000e-01	  -8.1025511318777887e-02	
  -1.0000000000000000e+00	  -2.0000000000000000e+00	   5.0000000000000000e-01	   5.0000000000000000e-01	  -8.1025511318777887e-02	
   1.0000000000000000e+00	   2.0000000000000000e+00	   5.0000000000000000e-01	   5.0000000000000000e-01	  -8.1025511318777887e-02	
   2.0000000000000000e+00	   1.0000000000000000e+00	   5.0000000000000000e-01	   5.0000000000000000e-01	  -8.1025511318777887e-02	
